stable_id,identifier,display_code,english_name,chinese_name,record_status,canonical_identifier,source_class,material_category,source_menu,source_menu_visible,main_menu_policy,current_rc9_entry,target_entry,periodic_atomic_numbers,periodic_symbols,periodic_relation_groups,duplicate_concept,module,module_disable_behavior,save_compatibility,description_coverage,source_mod,source_commit,source_file,license,relation_provenance,confidence,notes
57,DEFAULT_PT_SMKE,SMKE,Smoke,烟雾,canonical,DEFAULT_PT_SMKE,official_original,official_sandbox_element,SC_GAS,true,official_default,main_menu:SC_GAS,main_menu:SC_GAS,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/SMKE.cpp,GPL-3.0-only,,high,
58,DEFAULT_PT_DESL,DESL,Diesel,柴油,canonical,DEFAULT_PT_DESL,official_original,official_sandbox_element,SC_LIQUID,true,official_default,main_menu:SC_LIQUID,main_menu:SC_LIQUID,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/DESL.cpp,GPL-3.0-only,,high,
59,DEFAULT_PT_COAL,COAL,Coal,煤,canonical,DEFAULT_PT_COAL,official_original,official_sandbox_element,SC_SOLIDS,true,official_default,main_menu:SC_SOLIDS,main_menu:SC_SOLIDS,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/COAL.cpp,GPL-3.0-only,,high,
60,DEFAULT_PT_LO2,LOXY,Liquid Oxygen,液氧,canonical,DEFAULT_PT_LO2,official_original,official_sandbox_element,SC_LIQUID,true,official_default,main_menu:SC_LIQUID,main_menu:SC_LIQUID,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/LO2.cpp,GPL-3.0-only,,high,
61,DEFAULT_PT_O2,OXYG,Oxygen,氧气,canonical,DEFAULT_PT_O2,official_original,single_element,SC_GAS,true,official_default,main_menu:SC_GAS+periodic_table,main_menu:SC_GAS+periodic_table,8,O,element,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/O2.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,
62,DEFAULT_PT_INWR,INWR,Insulated Wire,绝缘导线,canonical,DEFAULT_PT_INWR,official_original,official_sandbox_element,SC_ELEC,true,official_default,main_menu:SC_ELEC,main_menu:SC_ELEC,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/INWR.cpp,GPL-3.0-only,,high,
63,DEFAULT_PT_YEST,YEST,Yeast,酵母,canonical,DEFAULT_PT_YEST,official_original,official_sandbox_element,SC_POWDERS,true,official_default,main_menu:SC_POWDERS,main_menu:SC_POWDERS,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/YEST.cpp,GPL-3.0-only,,high,
64,DEFAULT_PT_DYST,DYST,Dead Yeast,死酵母,canonical,DEFAULT_PT_DYST,official_original,official_sandbox_element,SC_POWDERS,false,official_default,hidden_or_runtime_only,hidden_or_runtime_only,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/DYST.cpp,GPL-3.0-only,,high,
65,DEFAULT_PT_THRM,THRM,Thermite,铝热剂,canonical,DEFAULT_PT_THRM,official_original,official_sandbox_element,SC_EXPLOSIVE,true,official_default,main_menu:SC_EXPLOSIVE,main_menu:SC_EXPLOSIVE,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/THRM.cpp,GPL-3.0-only,,high,
66,DEFAULT_PT_GLOW,GLOW,Glow,荧光液,canonical,DEFAULT_PT_GLOW,official_original,official_sandbox_element,SC_LIQUID,true,official_default,main_menu:SC_LIQUID,main_menu:SC_LIQUID,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/GLOW.cpp,GPL-3.0-only,,high,
67,DEFAULT_PT_BRCK,BRCK,Brick,砖,canonical,DEFAULT_PT_BRCK,official_original,official_sandbox_element,SC_SOLIDS,true,official_default,main_menu:SC_SOLIDS,main_menu:SC_SOLIDS,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/BRCK.cpp,GPL-3.0-only,,high,
68,DEFAULT_PT_HFLM,CFLM,Cold Flame,冷焰,canonical,DEFAULT_PT_HFLM,official_original,official_sandbox_element,SC_EXPLOSIVE,true,official_default,main_menu:SC_EXPLOSIVE,main_menu:SC_EXPLOSIVE,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/CFLM.cpp,GPL-3.0-only,,high,
69,DEFAULT_PT_FIRW,FIRW,Firework,烟花,canonical,DEFAULT_PT_FIRW,official_original,official_sandbox_element,SC_EXPLOSIVE,true,official_default,main_menu:SC_EXPLOSIVE,main_menu:SC_EXPLOSIVE,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/FIRW.cpp,GPL-3.0-only,,high,
70,DEFAULT_PT_FUSE,FUSE,Fuse,导火索,canonical,DEFAULT_PT_FUSE,official_original,official_sandbox_element,SC_EXPLOSIVE,true,official_default,main_menu:SC_EXPLOSIVE,main_menu:SC_EXPLOSIVE,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/FUSE.cpp,GPL-3.0-only,,high,
71,DEFAULT_PT_FSEP,FSEP,Fuse Powder,导火索粉,canonical,DEFAULT_PT_FSEP,official_original,official_sandbox_element,SC_EXPLOSIVE,true,official_default,main_menu:SC_EXPLOSIVE,main_menu:SC_EXPLOSIVE,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/FSEP.cpp,GPL-3.0-only,,high,
72,DEFAULT_PT_AMTR,AMTR,Antimatter,反物质,canonical,DEFAULT_PT_AMTR,official_original,official_sandbox_element,SC_NUCLEAR,true,official_default,main_menu:SC_NUCLEAR,main_menu:SC_NUCLEAR,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/AMTR.cpp,GPL-3.0-only,,high,
73,DEFAULT_PT_BCOL,BCOL,Broken Coal,煤粉,canonical,DEFAULT_PT_BCOL,official_original,official_sandbox_element,SC_POWDERS,true,official_default,main_menu:SC_POWDERS,main_menu:SC_POWDERS,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/BCOL.cpp,GPL-3.0-only,,high,
74,DEFAULT_PT_PCLN,PCLN,Powered Clone,可控复制体,canonical,DEFAULT_PT_PCLN,official_original,official_sandbox_element,SC_POWERED,true,official_default,main_menu:SC_POWERED,main_menu:SC_POWERED,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/PCLN.cpp,GPL-3.0-only,,high,
75,DEFAULT_PT_HSWC,HSWC,Heat Switch,热开关,canonical,DEFAULT_PT_HSWC,official_original,official_sandbox_element,SC_POWERED,true,official_default,main_menu:SC_POWERED,main_menu:SC_POWERED,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/HSWC.cpp,GPL-3.0-only,,high,
76,DEFAULT_PT_IRON,IRON,Iron,铁,canonical,DEFAULT_PT_IRON,official_original,single_element,SC_SOLIDS,true,official_default,main_menu:SC_SOLIDS+periodic_table,main_menu:SC_SOLIDS+periodic_table,26,Fe,element,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/IRON.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,
77,DEFAULT_PT_MORT,MORT,Steam Train,蒸汽火车,canonical,DEFAULT_PT_MORT,official_original,official_sandbox_element,SC_SPECIAL,false,official_default,hidden_or_runtime_only,hidden_or_runtime_only,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/MORT.cpp,GPL-3.0-only,,high,
78,DEFAULT_PT_LIFE,LIFE,Game of Life,生命游戏,canonical,DEFAULT_PT_LIFE,official_original,official_sandbox_element,SC_LIFE,false,official_default,hidden_or_runtime_only,hidden_or_runtime_only,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/LIFE.cpp,GPL-3.0-only,,high,
79,DEFAULT_PT_DLAY,DLAY,Delay,延时器,canonical,DEFAULT_PT_DLAY,official_original,official_sandbox_element,SC_POWERED,true,official_default,main_menu:SC_POWERED,main_menu:SC_POWERED,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/DLAY.cpp,GPL-3.0-only,,high,
80,DEFAULT_PT_CO2,CO2,Carbon Dioxide,二氧化碳,canonical,DEFAULT_PT_CO2,official_original,oxide,SC_GAS,true,official_default,main_menu:SC_GAS+periodic_table,main_menu:SC_GAS+periodic_table,6|8,C|O,oxide,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/CO2.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,
81,DEFAULT_PT_DRIC,DRIC,Dry Ice,干冰,canonical,DEFAULT_PT_DRIC,official_original,official_sandbox_element,SC_SOLIDS,true,official_default,main_menu:SC_SOLIDS,main_menu:SC_SOLIDS,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/DRIC.cpp,GPL-3.0-only,,high,
82,DEFAULT_PT_CBNW,BUBW,Carbonated Water,碳酸水,canonical,DEFAULT_PT_CBNW,official_original,official_sandbox_element,SC_LIQUID,true,official_default,main_menu:SC_LIQUID,main_menu:SC_LIQUID,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/CBNW.cpp,GPL-3.0-only,,high,
83,DEFAULT_PT_STOR,STOR,Storage,存储器,canonical,DEFAULT_PT_STOR,official_original,official_sandbox_element,SC_POWERED,true,official_default,main_menu:SC_POWERED,main_menu:SC_POWERED,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/STOR.cpp,GPL-3.0-only,,high,
84,DEFAULT_PT_PVOD,PVOD,Powered Void,可控虚空,canonical,DEFAULT_PT_PVOD,official_original,official_sandbox_element,SC_POWERED,true,official_default,main_menu:SC_POWERED,main_menu:SC_POWERED,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/PVOD.cpp,GPL-3.0-only,,high,
85,DEFAULT_PT_CONV,CONV,Converter,转换器,canonical,DEFAULT_PT_CONV,official_original,official_sandbox_element,SC_SPECIAL,true,official_default,main_menu:SC_SPECIAL,main_menu:SC_SPECIAL,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/CONV.cpp,GPL-3.0-only,,high,
86,DEFAULT_PT_CAUS,CAUS,Caustic Gas,腐蚀性气体,canonical,DEFAULT_PT_CAUS,official_original,official_sandbox_element,SC_GAS,true,official_default,main_menu:SC_GAS,main_menu:SC_GAS,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/CAUS.cpp,GPL-3.0-only,,high,
87,DEFAULT_PT_LIGH,LIGH,Lightning,闪电,canonical,DEFAULT_PT_LIGH,official_original,official_sandbox_element,SC_EXPLOSIVE,true,official_default,main_menu:SC_EXPLOSIVE,main_menu:SC_EXPLOSIVE,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/LIGH.cpp,GPL-3.0-only,,high,
88,DEFAULT_PT_TESC,TESC,Tesla Coil,特斯拉线圈,canonical,DEFAULT_PT_TESC,official_original,official_sandbox_element,SC_ELEC,true,official_default,main_menu:SC_ELEC,main_menu:SC_ELEC,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/TESC.cpp,GPL-3.0-only,,high,
89,DEFAULT_PT_DEST,DEST,Destroyer,毁灭弹,canonical,DEFAULT_PT_DEST,official_original,official_sandbox_element,SC_EXPLOSIVE,true,official_default,main_menu:SC_EXPLOSIVE,main_menu:SC_EXPLOSIVE,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/DEST.cpp,GPL-3.0-only,,high,
90,DEFAULT_PT_SPNG,SPNG,Sponge,海绵,canonical,DEFAULT_PT_SPNG,official_original,official_sandbox_element,SC_SOLIDS,true,official_default,main_menu:SC_SOLIDS,main_menu:SC_SOLIDS,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/SPNG.cpp,GPL-3.0-only,,high,
91,DEFAULT_PT_RIME,RIME,Rime,霜,canonical,DEFAULT_PT_RIME,official_original,official_sandbox_element,SC_SOLIDS,true,official_default,main_menu:SC_SOLIDS,main_menu:SC_SOLIDS,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/RIME.cpp,GPL-3.0-only,,high,
92,DEFAULT_PT_FOG,FOG,Fog,雾,canonical,DEFAULT_PT_FOG,official_original,official_sandbox_element,SC_GAS,true,official_default,main_menu:SC_GAS,main_menu:SC_GAS,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/FOG.cpp,GPL-3.0-only,,high,
93,DEFAULT_PT_BCLN,BCLN,Breakable Clone,可破坏复制体,canonical,DEFAULT_PT_BCLN,official_original,official_sandbox_element,SC_SPECIAL,true,official_default,main_menu:SC_SPECIAL,main_menu:SC_SPECIAL,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/BCLN.cpp,GPL-3.0-only,,high,
94,DEFAULT_PT_LOVE,LOVE,Love,爱心,canonical,DEFAULT_PT_LOVE,official_original,official_sandbox_element,SC_SPECIAL,false,official_default,hidden_or_runtime_only,hidden_or_runtime_only,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/LOVE.cpp,GPL-3.0-only,,high,
95,DEFAULT_PT_DEUT,DEUT,Deuterium Oxide,重水,canonical,DEFAULT_PT_DEUT,official_original,official_sandbox_element,SC_NUCLEAR,true,official_default,main_menu:SC_NUCLEAR,main_menu:SC_NUCLEAR,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/DEUT.cpp,GPL-3.0-only,,high,
96,DEFAULT_PT_WARP,WARP,Warp Particle,迁跃粒子,canonical,DEFAULT_PT_WARP,official_original,official_sandbox_element,SC_NUCLEAR,true,official_default,main_menu:SC_NUCLEAR,main_menu:SC_NUCLEAR,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/WARP.cpp,GPL-3.0-only,,high,
97,DEFAULT_PT_PUMP,PUMP,Pressure Pump,压力泵,canonical,DEFAULT_PT_PUMP,official_original,official_sandbox_element,SC_POWERED,true,official_default,main_menu:SC_POWERED,main_menu:SC_POWERED,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/PUMP.cpp,GPL-3.0-only,,high,
98,DEFAULT_PT_FWRK,FWRK,Legacy Firework,传统烟花,canonical,DEFAULT_PT_FWRK,official_original,official_sandbox_element,SC_EXPLOSIVE,true,official_default,main_menu:SC_EXPLOSIVE,main_menu:SC_EXPLOSIVE,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/FWRK.cpp,GPL-3.0-only,,high,
99,DEFAULT_PT_PIPE,PIPE,Pipe,动力管,canonical,DEFAULT_PT_PIPE,official_original,official_sandbox_element,SC_FORCE,true,official_default,main_menu:SC_FORCE,main_menu:SC_FORCE,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/PIPE.cpp,GPL-3.0-only,,high,
100,DEFAULT_PT_FRZZ,FRZZ,Freeze Powder,冷冻粉,canonical,DEFAULT_PT_FRZZ,official_original,official_sandbox_element,SC_POWDERS,true,official_default,main_menu:SC_POWDERS,main_menu:SC_POWDERS,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/FRZZ.cpp,GPL-3.0-only,,high,
101,DEFAULT_PT_FRZW,FRZW,Freeze Water,冷冻水,canonical,DEFAULT_PT_FRZW,official_original,official_sandbox_element,SC_LIQUID,false,official_default,hidden_or_runtime_only,hidden_or_runtime_only,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/FRZW.cpp,GPL-3.0-only,,high,
102,DEFAULT_PT_GRAV,GRAV,Gravity Dust,引力尘,canonical,DEFAULT_PT_GRAV,official_original,official_sandbox_element,SC_POWDERS,true,official_default,main_menu:SC_POWDERS,main_menu:SC_POWDERS,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/GRAV.cpp,GPL-3.0-only,,high,
103,DEFAULT_PT_BIZR,BIZR,Bizarre Liquid,奇异液体,canonical,DEFAULT_PT_BIZR,official_original,official_sandbox_element,SC_LIQUID,true,official_default,main_menu:SC_LIQUID,main_menu:SC_LIQUID,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/BIZR.cpp,GPL-3.0-only,,high,
104,DEFAULT_PT_BIZRG,BIZG,Bizarre Gas,奇异气体,canonical,DEFAULT_PT_BIZRG,official_original,official_sandbox_element,SC_GAS,false,official_default,hidden_or_runtime_only,hidden_or_runtime_only,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/BIZRG.cpp,GPL-3.0-only,,high,
105,DEFAULT_PT_BIZRS,BIZS,Bizarre Solid,奇异固体,canonical,DEFAULT_PT_BIZRS,official_original,official_sandbox_element,SC_SOLIDS,false,official_default,hidden_or_runtime_only,hidden_or_runtime_only,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/BIZRS.cpp,GPL-3.0-only,,high,
